yil,brend,model,viloyat,dvigatel_turi,sotilgan_soni,ortacha_narx_usd,umumiy_tushum_usd
2025,BYD,Han,Samarqand,Elektromobil (EV),8,38931.00,311448.00
2025,BYD,Seagull,Samarqand,Elektromobil (EV),81,11519.00,933039.00
2025,Chery,Tiggo 7 Pro,Samarqand,Benzin (Turbo),28,27970.00,783160.00
2025,Chery,Arrizo 6 Pro,Samarqand,Benzin (Turbo),25,21792.00,544800.00
2025,Chery,Tiggo 8 Pro,Samarqand,Benzin (Turbo),11,34947.00,384417.00
2025,Haval,Jolion,Samarqand,Benzin (Turbo),26,24449.00,635674.00
2025,Haval,M6,Samarqand,Benzin,29,20332.00,589628.00
2025,Haval,H6,Samarqand,Benzin (Turbo),12,31080.00,372960.00
2025,Kia,Sonet,Samarqand,Benzin,29,18943.00,549347.00
2025,Kia,K5,Samarqand,Benzin,11,35486.00,390346.00
2025,Kia,Sportage,Samarqand,Benzin,8,36948.00,295584.00
2025,Zeekr,001,Samarqand,Elektromobil (EV),4,51362.00,205448.00
2025,Geely,Monjaro,Samarqand,Benzin (Turbo),11,38026.00,418286.00
2025,Jetour,Dashing,Samarqand,Benzin (Turbo),11,28339.00,311729.00
2025,Li Auto,L7/L9,Samarqand,Gibrid (EREV),2,61049.00,122098.00
2025,Chevrolet,Cobalt,Farg‘ona,Benzin,235,12687.00,2981445.00
2025,Chevrolet,Damas,Farg‘ona,Benzin,373,9221.00,3439433.00
2025,Chevrolet,Labo,Farg‘ona,Benzin,174,8650.00,1505100.00
2025,Chevrolet,Tracker-2,Farg‘ona,Benzin (Turbo),28,17378.00,486584.00
2025,Chevrolet,Onix,Farg‘ona,Benzin (Turbo),40,13881.00,555240.00
2025,Chevrolet,Malibu-2,Farg‘ona,Benzin (Turbo),5,37054.00,185270.00
2025,BYD,Song Plus DM-i,Farg‘ona,Gibrid (PHEV),140,24130.00,3378200.00
2025,BYD,Chazor (Destroyer 05),Farg‘ona,Gibrid (PHEV),98,18506.00,1813588.00
2025,BYD,Song Plus EV,Farg‘ona,Elektromobil (EV),6,27328.00,163968.00
2025,BYD,Han,Farg‘ona,Elektromobil (EV),2,38732.00,77464.00
2025,BYD,Seagull,Farg‘ona,Elektromobil (EV),26,11182.00,290732.00
2025,Chery,Tiggo 7 Pro,Farg‘ona,Benzin (Turbo),22,27829.00,612238.00
2025,Chery,Arrizo 6 Pro,Farg‘ona,Benzin (Turbo),23,21763.00,500549.00
2025,Chery,Tiggo 8 Pro,Farg‘ona,Benzin (Turbo),9,34763.00,312867.00
2025,Haval,Jolion,Farg‘ona,Benzin (Turbo),21,24402.00,512442.00
2025,Haval,M6,Farg‘ona,Benzin,24,20382.00,489168.00
2025,Haval,H6,Farg‘ona,Benzin (Turbo),13,31203.00,405639.00
2025,Kia,Sonet,Farg‘ona,Benzin,27,19049.00,514323.00
2025,Kia,K5,Farg‘ona,Benzin,11,35319.00,388509.00
2025,Kia,Sportage,Farg‘ona,Benzin,8,37082.00,296656.00
2025,Zeekr,001,Farg‘ona,Elektromobil (EV),1,51345.00,51345.00
2025,Geely,Monjaro,Farg‘ona,Benzin (Turbo),8,38251.00,306008.00
2025,Jetour,Dashing,Farg‘ona,Benzin (Turbo),10,28304.00,283040.00
2025,Li Auto,L7/L9,Farg‘ona,Gibrid (EREV),1,61118.00,61118.00
2025,Chevrolet,Cobalt,Andijon,Benzin,176,12640.00,2224640.00
2025,Chevrolet,Damas,Andijon,Benzin,315,9188.00,2894220.00
2025,Chevrolet,Labo,Andijon,Benzin,174,8559.00,1489266.00
2025,Chevrolet,Tracker-2,Andijon,Benzin (Turbo),27,17349.00,468423.00
2025,Chevrolet,Onix,Andijon,Benzin (Turbo),29,13832.00,401128.00
2025,Chevrolet,Malibu-2,Andijon,Benzin (Turbo),3,36966.00,110898.00
2025,BYD,Song Plus DM-i,Andijon,Gibrid (PHEV),118,24255.00,2862090.00
2025,BYD,Chazor (Destroyer 05),Andijon,Gibrid (PHEV),93,18216.00,1694088.00
2025,BYD,Song Plus EV,Andijon,Elektromobil (EV),7,27450.00,192150.00
2025,BYD,Han,Andijon,Elektromobil (EV),3,38722.00,116166.00
2025,BYD,Seagull,Andijon,Elektromobil (EV),21,11663.00,244923.00
2025,Chery,Tiggo 7 Pro,Andijon,Benzin (Turbo),23,27894.00,641562.00
2025,Chery,Arrizo 6 Pro,Andijon,Benzin (Turbo),18,21719.00,390942.00
2025,Chery,Tiggo 8 Pro,Andijon,Benzin (Turbo),8,34858.00,278864.00
2025,Haval,Jolion,Andijon,Benzin (Turbo),23,24605.00,565915.00
2025,Haval,M6,Andijon,Benzin,19,20663.00,392597.00
2025,Haval,H6,Andijon,Benzin (Turbo),9,31113.00,280017.00
2025,Kia,Sonet,Andijon,Benzin,25,18950.00,473750.00
2025,Kia,K5,Andijon,Benzin,9,35518.00,319662.00
2025,Kia,Sportage,Andijon,Benzin,8,37029.00,296232.00
2025,Zeekr,001,Andijon,Elektromobil (EV),1,51047.00,51047.00
2025,Geely,Monjaro,Andijon,Benzin (Turbo),9,38019.00,342171.00
2025,Jetour,Dashing,Andijon,Benzin (Turbo),9,28315.00,254835.00
2025,Li Auto,L7/L9,Andijon,Gibrid (EREV),1,61108.00,61108.00
2025,Chevrolet,Cobalt,Namangan,Benzin,169,12391.00,2094079.00
2025,Chevrolet,Damas,Namangan,Benzin,259,9263.00,2399117.00
2025,Chevrolet,Labo,Namangan,Benzin,130,8574.00,1114620.00
2025,Chevrolet,Tracker-2,Namangan,Benzin (Turbo),25,17298.00,432450.00
2025,Chevrolet,Onix,Namangan,Benzin (Turbo),26,14087.00,366262.00
2025,Chevrolet,Malibu-2,Namangan,Benzin (Turbo),3,36888.00,110664.00
2025,BYD,Song Plus DM-i,Namangan,Gibrid (PHEV),104,24316.00,2528864.00
2025,BYD,Chazor (Destroyer 05),Namangan,Gibrid (PHEV),83,18841.00,1563803.00
2025,BYD,Song Plus EV,Namangan,Elektromobil (EV),7,26980.00,188860.00
2025,BYD,Han,Namangan,Elektromobil (EV),1,38902.00,38902.00
2025,BYD,Seagull,Namangan,Elektromobil (EV),18,11177.00,201186.00
2025,Chery,Tiggo 7 Pro,Namangan,Benzin (Turbo),22,27660.00,608520.00
2025,Chery,Arrizo 6 Pro,Namangan,Benzin (Turbo),14,21771.00,304794.00
2025,Chery,Tiggo 8 Pro,Namangan,Benzin (Turbo),8,34995.00,279960.00
2025,Haval,Jolion,Namangan,Benzin (Turbo),15,24475.00,367125.00
2025,Haval,M6,Namangan,Benzin,17,20502.00,348534.00
2025,Haval,H6,Namangan,Benzin (Turbo),9,30885.00,277965.00
2025,Kia,Sonet,Namangan,Benzin,22,19131.00,420882.00
2025,Kia,K5,Namangan,Benzin,7,35257.00,246799.00
2025,Kia,Sportage,Namangan,Benzin,6,37119.00,222714.00
2025,Zeekr,001,Namangan,Elektromobil (EV),1,51256.00,51256.00
2025,Geely,Monjaro,Namangan,Benzin (Turbo),7,38233.00,267631.00
2025,Jetour,Dashing,Namangan,Benzin (Turbo),7,28283.00,197981.00
2025,Li Auto,L7/L9,Namangan,Gibrid (EREV),1,60863.00,60863.00
2025,Chevrolet,Cobalt,Buxoro,Benzin,195,12509.00,2439255.00
2025,Chevrolet,Damas,Buxoro,Benzin,103,9396.00,967788.00
2025,Chevrolet,Labo,Buxoro,Benzin,57,8674.00,494418.00
2025,Chevrolet,Tracker-2,Buxoro,Benzin (Turbo),17,17176.00,291992.00
2025,Chevrolet,Onix,Buxoro,Benzin (Turbo),25,14051.00,351275.00
2025,Chevrolet,Malibu-2,Buxoro,Benzin (Turbo),1,37084.00,37084.00
2025,BYD,Song Plus DM-i,Buxoro,Gibrid (PHEV),99,23858.00,2361942.00
2025,BYD,Chazor (Destroyer 05),Buxoro,Gibrid (PHEV),82,18432.00,1511424.00
2025,BYD,Song Plus EV,Buxoro,Elektromobil (EV),12,27070.00,324840.00
2025,BYD,Han,Buxoro,Elektromobil (EV),6,38849.00,233094.00
2025,BYD,Seagull,Buxoro,Elektromobil (EV),37,11605.00,429385.00
2025,Chery,Tiggo 7 Pro,Buxoro,Benzin (Turbo),14,27839.00,389746.00
2025,Chery,Arrizo 6 Pro,Buxoro,Benzin (Turbo),13,21923.00,284999.00
2025,Chery,Tiggo 8 Pro,Buxoro,Benzin (Turbo),5,34704.00,173520.00
2025,Haval,Jolion,Buxoro,Benzin (Turbo),13,24547.00,319111.00
2025,Haval,M6,Buxoro,Benzin,15,20679.00,310185.00
2025,Haval,H6,Buxoro,Benzin (Turbo),8,31039.00,248312.00
2025,Kia,Sonet,Buxoro,Benzin,16,18875.00,302000.00
2025,Kia,K5,Buxoro,Benzin,7,35329.00,247303.00
2025,Kia,Sportage,Buxoro,Benzin,6,37177.00,223062.00
2025,Zeekr,001,Buxoro,Elektromobil (EV),3,51072.00,153216.00
2025,Geely,Monjaro,Buxoro,Benzin (Turbo),5,38335.00,191675.00
2025,Jetour,Dashing,Buxoro,Benzin (Turbo),8,28395.00,227160.00
2025,Li Auto,L7/L9,Buxoro,Gibrid (EREV),2,61146.00,122292.00
2025,Chevrolet,Cobalt,Qashqadaryo,Benzin,96,12394.00,1189824.00
2025,Chevrolet,Damas,Qashqadaryo,Benzin,95,9360.00,889200.00
2025,Chevrolet,Labo,Qashqadaryo,Benzin,43,8753.00,376379.00
2025,Chevrolet,Tracker-2,Qashqadaryo,Benzin (Turbo),16,17167.00,274672.00
2025,Chevrolet,Onix,Qashqadaryo,Benzin (Turbo),21,14140.00,296940.00
2025,Chevrolet,Malibu-2,Qashqadaryo,Benzin (Turbo),1,36966.00,36966.00
2025,BYD,Song Plus DM-i,Qashqadaryo,Gibrid (PHEV),66,24545.00,1619970.00
2025,BYD,Chazor (Destroyer 05),Qashqadaryo,Gibrid (PHEV),52,18460.00,959920.00
2025,BYD,Song Plus EV,Qashqadaryo,Elektromobil (EV),9,27611.00,248499.00
2025,BYD,Han,Qashqadaryo,Elektromobil (EV),6,39119.00,234714.00
2025,BYD,Seagull,Qashqadaryo,Elektromobil (EV),34,11678.00,397052.00
2025,Chery,Tiggo 7 Pro,Qashqadaryo,Benzin (Turbo),12,27729.00,332748.00
2025,Chery,Arrizo 6 Pro,Qashqadaryo,Benzin (Turbo),12,21734.00,260808.00
2025,Chery,Tiggo 8 Pro,Qashqadaryo,Benzin (Turbo),6,34720.00,208320.00
2025,Haval,Jolion,Qashqadaryo,Benzin (Turbo),13,24434.00,317642.00
2025,Haval,M6,Qashqadaryo,Benzin,11,20512.00,225632.00
2025,Haval,H6,Qashqadaryo,Benzin (Turbo),5,30868.00,154340.00
2025,Kia,Sonet,Qashqadaryo,Benzin,16,19118.00,305888.00
2025,Kia,K5,Qashqadaryo,Benzin,7,35241.00,246687.00
2025,Kia,Sportage,Qashqadaryo,Benzin,4,37075.00,148300.00
2025,Zeekr,001,Qashqadaryo,Elektromobil (EV),1,51136.00,51136.00
2025,Geely,Monjaro,Qashqadaryo,Benzin (Turbo),5,38095.00,190475.00
2025,Jetour,Dashing,Qashqadaryo,Benzin (Turbo),5,28507.00,142535.00
2025,Li Auto,L7/L9,Qashqadaryo,Gibrid (EREV),1,61080.00,61080.00
2025,Chevrolet,Cobalt,Xorazm,Benzin,96,12706.00,1219776.00
2025,Chevrolet,Damas,Xorazm,Benzin,158,9237.00,1459446.00
2025,Chevrolet,Labo,Xorazm,Benzin,92,8900.00,818800.00
2025,Chevrolet,Tracker-2,Xorazm,Benzin (Turbo),13,17332.00,225316.00
2025,Chevrolet,Onix,Xorazm,Benzin (Turbo),15,13956.00,209340.00
2025,Chevrolet,Malibu-2,Xorazm,Benzin (Turbo),3,37198.00,111594.00
2025,BYD,Song Plus DM-i,Xorazm,Gibrid (PHEV),65,24504.00,1592760.00
2025,BYD,Chazor (Destroyer 05),Xorazm,Gibrid (PHEV),42,18322.00,769524.00
2025,BYD,Song Plus EV,Xorazm,Elektromobil (EV),2,27382.00,54764.00
2025,BYD,Han,Xorazm,Elektromobil (EV),1,39046.00,39046.00
2025,BYD,Seagull,Xorazm,Elektromobil (EV),12,11566.00,138792.00
2025,Chery,Tiggo 7 Pro,Xorazm,Benzin (Turbo),12,27851.00,334212.00
2025,Chery,Arrizo 6 Pro,Xorazm,Benzin (Turbo),10,21800.00,218000.00
2025,Chery,Tiggo 8 Pro,Xorazm,Benzin (Turbo),6,34705.00,208230.00
2025,Haval,Jolion,Xorazm,Benzin (Turbo),11,24720.00,271920.00
2025,Haval,M6,Xorazm,Benzin,9,20642.00,185778.00
2025,Haval,H6,Xorazm,Benzin (Turbo),4,31006.00,124024.00
2025,Kia,Sonet,Xorazm,Benzin,12,19230.00,230760.00
2025,Kia,K5,Xorazm,Benzin,5,35600.00,178000.00
2025,Kia,Sportage,Xorazm,Benzin,5,36938.00,184690.00
2025,Zeekr,001,Xorazm,Elektromobil (EV),1,51156.00,51156.00
2025,Geely,Monjaro,Xorazm,Benzin (Turbo),3,38154.00,114462.00
2025,Jetour,Dashing,Xorazm,Benzin (Turbo),3,28419.00,85257.00
2025,Li Auto,L7/L9,Xorazm,Gibrid (EREV),1,60990.00,60990.00
2025,Chevrolet,Cobalt,Surxondaryo,Benzin,99,12570.00,1244430.00
2025,Chevrolet,Damas,Surxondaryo,Benzin,76,9237.00,702012.00
2025,Chevrolet,Labo,Surxondaryo,Benzin,42,8830.00,370860.00
2025,Chevrolet,Tracker-2,Surxondaryo,Benzin (Turbo),14,17202.00,240828.00
2025,Chevrolet,Onix,Surxondaryo,Benzin (Turbo),15,14199.00,212985.00
2025,Chevrolet,Malibu-2,Surxondaryo,Benzin (Turbo),1,36990.00,36990.00
2025,BYD,Song Plus DM-i,Surxondaryo,Gibrid (PHEV),65,24283.00,1578395.00
2025,BYD,Chazor (Destroyer 05),Surxondaryo,Gibrid (PHEV),42,18812.00,790104.00
2025,BYD,Song Plus EV,Surxondaryo,Elektromobil (EV),9,27172.00,244548.00
2025,BYD,Han,Surxondaryo,Elektromobil (EV),4,39053.00,156212.00
2025,BYD,Seagull,Surxondaryo,Elektromobil (EV),25,11802.00,295050.00
2025,Chery,Tiggo 7 Pro,Surxondaryo,Benzin (Turbo),11,27716.00,304876.00
2025,Chery,Arrizo 6 Pro,Surxondaryo,Benzin (Turbo),7,21976.00,153832.00
2025,Chery,Tiggo 8 Pro,Surxondaryo,Benzin (Turbo),4,35008.00,140032.00
2025,Haval,Jolion,Surxondaryo,Benzin (Turbo),10,24451.00,244510.00
2025,Haval,M6,Surxondaryo,Benzin,11,20488.00,225368.00
2025,Haval,H6,Surxondaryo,Benzin (Turbo),5,30872.00,154360.00
2025,Kia,Sonet,Surxondaryo,Benzin,10,18906.00,189060.00
2025,Kia,K5,Surxondaryo,Benzin,6,35415.00,212490.00
2025,Kia,Sportage,Surxondaryo,Benzin,3,37208.00,111624.00
2025,Zeekr,001,Surxondaryo,Elektromobil (EV),3,51314.00,153942.00
2025,Geely,Monjaro,Surxondaryo,Benzin (Turbo),3,38044.00,114132.00
2025,Jetour,Dashing,Surxondaryo,Benzin (Turbo),3,28343.00,85029.00
2025,Li Auto,L7/L9,Surxondaryo,Gibrid (EREV),2,61106.00,122212.00
2025,Chevrolet,Cobalt,Navoiy,Benzin,61,12721.00,775981.00
2025,Chevrolet,Damas,Navoiy,Benzin,52,9400.00,488800.00
2025,Chevrolet,Labo,Navoiy,Benzin,26,8731.00,227006.00
2025,Chevrolet,Tracker-2,Navoiy,Benzin (Turbo),9,17265.00,155385.00
2025,Chevrolet,Onix,Navoiy,Benzin (Turbo),10,13803.00,138030.00
2025,Chevrolet,Malibu-2,Navoiy,Benzin (Turbo),1,37108.00,37108.00
2025,BYD,Song Plus DM-i,Navoiy,Gibrid (PHEV),43,24075.00,1035225.00
2025,BYD,Chazor (Destroyer 05),Navoiy,Gibrid (PHEV),33,18593.00,613569.00
2025,BYD,Song Plus EV,Navoiy,Elektromobil (EV),6,27384.00,164304.00
2025,BYD,Han,Navoiy,Elektromobil (EV),2,38909.00,77818.00
2025,BYD,Seagull,Navoiy,Elektromobil (EV),24,11714.00,281136.00
2025,Chery,Tiggo 7 Pro,Navoiy,Benzin (Turbo),7,27830.00,194810.00
2025,Chery,Arrizo 6 Pro,Navoiy,Benzin (Turbo),7,21989.00,153923.00
2025,Chery,Tiggo 8 Pro,Navoiy,Benzin (Turbo),4,34710.00,138840.00
2025,Haval,Jolion,Navoiy,Benzin (Turbo),8,24558.00,196464.00
2025,Haval,M6,Navoiy,Benzin,7,20493.00,143451.00
2025,Haval,H6,Navoiy,Benzin (Turbo),3,30893.00,92679.00
2025,Kia,Sonet,Navoiy,Benzin,7,19235.00,134645.00
2025,Kia,K5,Navoiy,Benzin,3,35581.00,106743.00
2025,Kia,Sportage,Navoiy,Benzin,1,37199.00,37199.00
2025,Zeekr,001,Navoiy,Elektromobil (EV),1,51355.00,51355.00
2025,Geely,Monjaro,Navoiy,Benzin (Turbo),1,38344.00,38344.00
2025,Jetour,Dashing,Navoiy,Benzin (Turbo),5,28388.00,141940.00
2025,Li Auto,L7/L9,Navoiy,Gibrid (EREV),1,61060.00,61060.00
2025,Chevrolet,Cobalt,Jizzax,Benzin,40,12344.00,493760.00
2025,Chevrolet,Damas,Jizzax,Benzin,38,9076.00,344888.00
2025,Chevrolet,Labo,Jizzax,Benzin,19,8769.00,166611.00
2025,Chevrolet,Tracker-2,Jizzax,Benzin (Turbo),6,16913.00,101478.00
2025,Chevrolet,Onix,Jizzax,Benzin (Turbo),8,13684.00,109472.00
2025,Chevrolet,Malibu-2,Jizzax,Benzin (Turbo),1,37052.00,37052.00
2025,BYD,Song Plus DM-i,Jizzax,Gibrid (PHEV),30,23831.00,714930.00
2025,BYD,Chazor (Destroyer 05),Jizzax,Gibrid (PHEV),22,18091.00,398002.00
2025,BYD,Song Plus EV,Jizzax,Elektromobil (EV),5,27314.00,136570.00
2025,BYD,Han,Jizzax,Elektromobil (EV),2,38455.00,76910.00
2025,BYD,Seagull,Jizzax,Elektromobil (EV),13,11515.00,149695.00
2025,Chery,Tiggo 7 Pro,Jizzax,Benzin (Turbo),4,27889.00,111556.00
2025,Chery,Arrizo 6 Pro,Jizzax,Benzin (Turbo),3,21725.00,65175.00
2025,Chery,Tiggo 8 Pro,Jizzax,Benzin (Turbo),3,34854.00,104562.00
2025,Haval,Jolion,Jizzax,Benzin (Turbo),4,24373.00,97492.00
2025,Haval,M6,Jizzax,Benzin,4,20307.00,81228.00
2025,Haval,H6,Jizzax,Benzin (Turbo),4,31218.00,124872.00
2025,Kia,Sonet,Jizzax,Benzin,4,18949.00,75796.00
2025,Kia,K5,Jizzax,Benzin,4,35349.00,141396.00
2025,Kia,Sportage,Jizzax,Benzin,1,37178.00,37178.00
2025,Zeekr,001,Jizzax,Elektromobil (EV),1,51383.00,51383.00
2025,Geely,Monjaro,Jizzax,Benzin (Turbo),2,38329.00,76658.00
2025,Jetour,Dashing,Jizzax,Benzin (Turbo),1,28232.00,28232.00
2025,Li Auto,L7/L9,Jizzax,Gibrid (EREV),1,61024.00,61024.00
2025,Chevrolet,Cobalt,Sirdaryo,Benzin,30,12599.00,377970.00
2025,Chevrolet,Damas,Sirdaryo,Benzin,26,9178.00,238628.00
2025,Chevrolet,Labo,Sirdaryo,Benzin,14,8567.00,119938.00
2025,Chevrolet,Tracker-2,Sirdaryo,Benzin (Turbo),4,16896.00,67584.00
2025,Chevrolet,Onix,Sirdaryo,Benzin (Turbo),6,13985.00,83910.00
2025,Chevrolet,Malibu-2,Sirdaryo,Benzin (Turbo),1,36927.00,36927.00
2025,BYD,Song Plus DM-i,Sirdaryo,Gibrid (PHEV),21,24565.00,515865.00
2025,BYD,Chazor (Destroyer 05),Sirdaryo,Gibrid (PHEV),15,18300.00,274500.00
2025,BYD,Song Plus EV,Sirdaryo,Elektromobil (EV),3,27650.00,82950.00
2025,BYD,Han,Sirdaryo,Elektromobil (EV),1,38393.00,38393.00
2025,BYD,Seagull,Sirdaryo,Elektromobil (EV),10,11786.00,117860.00
2025,Chery,Tiggo 7 Pro,Sirdaryo,Benzin (Turbo),2,27844.00,55688.00
2025,Chery,Arrizo 6 Pro,Sirdaryo,Benzin (Turbo),2,21834.00,43668.00
2025,Chery,Tiggo 8 Pro,Sirdaryo,Benzin (Turbo),3,35003.00,105009.00
2025,Haval,Jolion,Sirdaryo,Benzin (Turbo),2,24670.00,49340.00
2025,Haval,M6,Sirdaryo,Benzin,3,20536.00,61608.00
2025,Haval,H6,Sirdaryo,Benzin (Turbo),1,30906.00,30906.00
2025,Kia,Sonet,Sirdaryo,Benzin,4,18984.00,75936.00
2025,Kia,K5,Sirdaryo,Benzin,1,35391.00,35391.00
2025,Kia,Sportage,Sirdaryo,Benzin,1,36932.00,36932.00
2025,Zeekr,001,Sirdaryo,Elektromobil (EV),1,51141.00,51141.00
2025,Geely,Monjaro,Sirdaryo,Benzin (Turbo),1,38223.00,38223.00
2025,Jetour,Dashing,Sirdaryo,Benzin (Turbo),1,28262.00,28262.00
2025,Li Auto,L7/L9,Sirdaryo,Gibrid (EREV),1,61057.00,61057.00
2025,Chevrolet,Cobalt,Qoraqalpog‘iston Res.,Benzin,39,12339.00,481221.00
2025,Chevrolet,Damas,Qoraqalpog‘iston Res.,Benzin,28,9261.00,259308.00
2025,Chevrolet,Labo,Qoraqalpog‘iston Res.,Benzin,13,8843.00,114959.00
2025,Chevrolet,Tracker-2,Qoraqalpog‘iston Res.,Benzin (Turbo),5,17052.00,85260.00
2025,Chevrolet,Onix,Qoraqalpog‘iston Res.,Benzin (Turbo),5,13787.00,68935.00
2025,Chevrolet,Malibu-2,Qoraqalpog‘iston Res.,Benzin (Turbo),1,37067.00,37067.00
2025,BYD,Song Plus DM-i,Qoraqalpog‘iston Res.,Gibrid (PHEV),23,24106.00,554438.00
2025,BYD,Chazor (Destroyer 05),Qoraqalpog‘iston Res.,Gibrid (PHEV),15,18345.00,275175.00
2025,BYD,Song Plus EV,Qoraqalpog‘iston Res.,Elektromobil (EV),3,27257.00,81771.00
2025,BYD,Han,Qoraqalpog‘iston Res.,Elektromobil (EV),1,38773.00,38773.00
2025,BYD,Seagull,Qoraqalpog‘iston Res.,Elektromobil (EV),10,11406.00,114060.00
2025,Chery,Tiggo 7 Pro,Qoraqalpog‘iston Res.,Benzin (Turbo),4,27683.00,110732.00
2025,Chery,Arrizo 6 Pro,Qoraqalpog‘iston Res.,Benzin (Turbo),4,21731.00,86924.00
2025,Chery,Tiggo 8 Pro,Qoraqalpog‘iston Res.,Benzin (Turbo),1,35039.00,35039.00
2025,Haval,Jolion,Qoraqalpog‘iston Res.,Benzin (Turbo),3,24358.00,73074.00
2025,Haval,M6,Qoraqalpog‘iston Res.,Benzin,5,20361.00,101805.00
2025,Haval,H6,Qoraqalpog‘iston Res.,Benzin (Turbo),3,31045.00,93135.00
2025,Kia,Sonet,Qoraqalpog‘iston Res.,Benzin,3,18893.00,56679.00
2025,Kia,K5,Qoraqalpog‘iston Res.,Benzin,1,35521.00,35521.00
2025,Kia,Sportage,Qoraqalpog‘iston Res.,Benzin,1,36940.00,36940.00
2025,Zeekr,001,Qoraqalpog‘iston Res.,Elektromobil (EV),1,51212.00,51212.00
2025,Geely,Monjaro,Qoraqalpog‘iston Res.,Benzin (Turbo),1,38300.00,38300.00
2025,Jetour,Dashing,Qoraqalpog‘iston Res.,Benzin (Turbo),1,28460.00,28460.00
2025,Li Auto,L7/L9,Qoraqalpog‘iston Res.,Gibrid (EREV),2,60907.00,121814.00
2025,Chevrolet,Cobalt,Toshkent shahri,Benzin,550,12645.00,6954750.00
2025,Chevrolet,Damas,Toshkent shahri,Benzin,105,9183.00,964215.00
2025,Chevrolet,Labo,Toshkent shahri,Benzin,47,8527.00,400769.00
2025,Chevrolet,Tracker-2,Toshkent shahri,Benzin (Turbo),101,17362.00,1753562.00
2025,Chevrolet,Onix,Toshkent shahri,Benzin (Turbo),101,13884.00,1402284.00
2025,Chevrolet,Malibu-2,Toshkent shahri,Benzin (Turbo),31,36942.00,1145202.00
2025,BYD,Song Plus DM-i,Toshkent shahri,Gibrid (PHEV),979,24067.00,23561593.00
2025,BYD,Chazor (Destroyer 05),Toshkent shahri,Gibrid (PHEV),682,18496.00,12614272.00
2025,BYD,Song Plus EV,Toshkent shahri,Elektromobil (EV),133,27001.00,3591133.00
2025,BYD,Han,Toshkent shahri,Elektromobil (EV),66,38329.00,2529714.00
2025,BYD,Seagull,Toshkent shahri,Elektromobil (EV),443,11769.00,5213667.00
2025,Chery,Tiggo 7 Pro,Toshkent shahri,Benzin (Turbo),82,27835.00,2282470.00
2025,Chery,Arrizo 6 Pro,Toshkent shahri,Benzin (Turbo),70,21804.00,1526280.00
2025,Chery,Tiggo 8 Pro,Toshkent shahri,Benzin (Turbo),30,34895.00,1046850.00
2025,Haval,Jolion,Toshkent shahri,Benzin (Turbo),79,24703.00,1951537.00
2025,Haval,M6,Toshkent shahri,Benzin,78,20326.00,1585428.00
2025,Haval,H6,Toshkent shahri,Benzin (Turbo),41,30865.00,1265465.00
2025,Kia,Sonet,Toshkent shahri,Benzin,77,19193.00,1477861.00
2025,Kia,K5,Toshkent shahri,Benzin,38,35352.00,1343376.00
2025,Kia,Sportage,Toshkent shahri,Benzin,26,37071.00,963846.00
2025,Zeekr,001,Toshkent shahri,Elektromobil (EV),30,51333.00,1539990.00
2025,Geely,Monjaro,Toshkent shahri,Benzin (Turbo),30,38161.00,1144830.00
2025,Jetour,Dashing,Toshkent shahri,Benzin (Turbo),35,28378.00,993230.00
2025,Li Auto,L7/L9,Toshkent shahri,Gibrid (EREV),22,61107.00,1344354.00
2025,Chevrolet,Cobalt,Toshkent viloyati,Benzin,243,12368.00,3005424.00
2025,Chevrolet,Damas,Toshkent viloyati,Benzin,200,9327.00,1865400.00
2025,Chevrolet,Labo,Toshkent viloyati,Benzin,99,8746.00,865854.00
2025,Chevrolet,Tracker-2,Toshkent viloyati,Benzin (Turbo),33,17336.00,572088.00
2025,Chevrolet,Onix,Toshkent viloyati,Benzin (Turbo),38,13735.00,521930.00
2025,Chevrolet,Malibu-2,Toshkent viloyati,Benzin (Turbo),5,37110.00,185550.00
2025,BYD,Song Plus DM-i,Toshkent viloyati,Gibrid (PHEV),149,23948.00,3568252.00
2025,BYD,Chazor (Destroyer 05),Toshkent viloyati,Gibrid (PHEV),124,18662.00,2314088.00
2025,BYD,Song Plus EV,Toshkent viloyati,Elektromobil (EV),25,27645.00,691125.00
2025,BYD,Han,Toshkent viloyati,Elektromobil (EV),12,39119.00,469428.00
2025,BYD,Seagull,Toshkent viloyati,Elektromobil (EV),79,11485.00,907315.00
2025,Chery,Tiggo 7 Pro,Toshkent viloyati,Benzin (Turbo),30,27982.00,839460.00
2025,Chery,Arrizo 6 Pro,Toshkent viloyati,Benzin (Turbo),27,21921.00,591867.00
2025,Chery,Tiggo 8 Pro,Toshkent viloyati,Benzin (Turbo),11,35076.00,385836.00
2025,Haval,Jolion,Toshkent viloyati,Benzin (Turbo),31,24711.00,766041.00
2025,Haval,M6,Toshkent viloyati,Benzin,28,20584.00,576352.00
2025,Haval,H6,Toshkent viloyati,Benzin (Turbo),14,31155.00,436170.00
2025,Kia,Sonet,Toshkent viloyati,Benzin,31,19054.00,590674.00
2025,Kia,K5,Toshkent viloyati,Benzin,14,35446.00,496244.00
2025,Kia,Sportage,Toshkent viloyati,Benzin,11,37133.00,408463.00
2025,Zeekr,001,Toshkent viloyati,Elektromobil (EV),4,51183.00,204732.00
2025,Geely,Monjaro,Toshkent viloyati,Benzin (Turbo),10,38253.00,382530.00
2025,Jetour,Dashing,Toshkent viloyati,Benzin (Turbo),14,28195.00,394730.00
