Yil,Chorak,Davr,Viloyat,Brend,Model,Kuzov_Turi,Dvigatel_Turi,Ishlab_Chiqarish,Narx_Segmenti,Ortacha_Narx_USD,Sotilgan_Soni,Umumiy_Tushum_USD
2024,Q4,2024-Q4,Farg‘ona,Chevrolet,Labo,Mini-Truck,Benzin,Mahalliy (Pitnak),Byudjet (<$15k),8558,169,1446302
2024,Q4,2024-Q4,Farg‘ona,Chevrolet,Tracker-2,B-SUV,Benzin (Turbo),Mahalliy (Asaka),O‘rta ($15k-$25k),17838,32,570816
2024,Q4,2024-Q4,Farg‘ona,Chevrolet,Onix,B-Sedan,Benzin (Turbo),Mahalliy (Asaka),Byudjet (<$15k),14516,40,580640
2024,Q4,2024-Q4,Farg‘ona,Chevrolet,Malibu-2,D-Sedan,Benzin (Turbo),Mahalliy (Asaka),Yuqori-o‘rta ($25k-$40k),36030,4,144120
2024,Q4,2024-Q4,Farg‘ona,BYD,Song Plus DM-i,C-SUV,Gibrid (PHEV),Gibrid/Yig‘uv (Jizzax),Yuqori-o‘rta ($25k-$40k),25520,112,2858240
2024,Q4,2024-Q4,Farg‘ona,BYD,Chazor (Destroyer 05),C-Sedan,Gibrid (PHEV),Gibrid/Yig‘uv (Jizzax),O‘rta ($15k-$25k),19638,84,1649592
2024,Q4,2024-Q4,Farg‘ona,BYD,Song Plus EV,C-SUV,Elektromobil (EV),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),28759,5,143795
2024,Q4,2024-Q4,Farg‘ona,BYD,Han,E-Sedan,Elektromobil (EV),Import (Xitoy),Premium (>$40k),40696,2,81392
2024,Q4,2024-Q4,Farg‘ona,BYD,Seagull,A-Hatchback,Elektromobil (EV),Import (Xitoy),Byudjet (<$15k),11924,20,238480
2024,Q4,2024-Q4,Farg‘ona,Chery,Tiggo 7 Pro,C-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),27193,18,489474
2024,Q4,2024-Q4,Farg‘ona,Chery,Arrizo 6 Pro,C-Sedan,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),21280,16,340480
2024,Q4,2024-Q4,Farg‘ona,Chery,Tiggo 8 Pro,Mid-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),33730,9,303570
2024,Q4,2024-Q4,Farg‘ona,Haval,Jolion,B-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),23839,17,405263
2024,Q4,2024-Q4,Farg‘ona,Haval,M6,C-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),19816,20,396320
2024,Q4,2024-Q4,Farg‘ona,Haval,H6,C-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),30023,11,330253
2024,Q4,2024-Q4,Farg‘ona,Kia,Sonet,B-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),18606,23,427938
2024,Q4,2024-Q4,Farg‘ona,Kia,K5,D-Sedan,Benzin,Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),34574,9,311166
2024,Q4,2024-Q4,Farg‘ona,Kia,Sportage,C-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),36228,6,217368
2024,Q4,2024-Q4,Farg‘ona,Zeekr,001,E-Shooting Brake,Elektromobil (EV),Import (Xitoy),Premium (>$40k),49628,1,49628
2024,Q4,2024-Q4,Farg‘ona,Geely,Monjaro,Mid-SUV,Benzin (Turbo),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),37017,6,222102
2024,Q4,2024-Q4,Farg‘ona,Jetour,Dashing,C-SUV,Benzin (Turbo),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),27745,10,277450
2024,Q4,2024-Q4,Farg‘ona,Li Auto,L7/L9,Full-SUV,Gibrid (EREV),Import (Xitoy),Premium (>$40k),59173,1,59173
2024,Q4,2024-Q4,Andijon,Chevrolet,Cobalt,B-Sedan,Benzin,Mahalliy (Asaka),Byudjet (<$15k),12334,137,1689758
2024,Q4,2024-Q4,Andijon,Chevrolet,Damas,Mini-Van,Benzin,Mahalliy (Pitnak),Byudjet (<$15k),9209,333,3066597
2024,Q4,2024-Q4,Andijon,Chevrolet,Labo,Mini-Truck,Benzin,Mahalliy (Pitnak),Byudjet (<$15k),8390,187,1568930
2024,Q4,2024-Q4,Andijon,Chevrolet,Tracker-2,B-SUV,Benzin (Turbo),Mahalliy (Asaka),O‘rta ($15k-$25k),17552,28,491456
2024,Q4,2024-Q4,Andijon,Chevrolet,Onix,B-Sedan,Benzin (Turbo),Mahalliy (Asaka),Byudjet (<$15k),14397,31,446307
2024,Q4,2024-Q4,Andijon,Chevrolet,Malibu-2,D-Sedan,Benzin (Turbo),Mahalliy (Asaka),Yuqori-o‘rta ($25k-$40k),35913,3,107739
2024,Q4,2024-Q4,Andijon,BYD,Song Plus DM-i,C-SUV,Gibrid (PHEV),Gibrid/Yig‘uv (Jizzax),Yuqori-o‘rta ($25k-$40k),25434,93,2365362
2024,Q4,2024-Q4,Andijon,BYD,Chazor (Destroyer 05),C-Sedan,Gibrid (PHEV),Gibrid/Yig‘uv (Jizzax),O‘rta ($15k-$25k),19499,64,1247936
2024,Q4,2024-Q4,Andijon,BYD,Song Plus EV,C-SUV,Elektromobil (EV),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),28311,5,141555
2024,Q4,2024-Q4,Andijon,BYD,Han,E-Sedan,Elektromobil (EV),Import (Xitoy),Premium (>$40k),40751,2,81502
2024,Q4,2024-Q4,Andijon,BYD,Seagull,A-Hatchback,Elektromobil (EV),Import (Xitoy),Byudjet (<$15k),11753,16,188048
2024,Q4,2024-Q4,Andijon,Chery,Tiggo 7 Pro,C-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),27209,15,408135
2024,Q4,2024-Q4,Andijon,Chery,Arrizo 6 Pro,C-Sedan,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),21010,15,315150
2024,Q4,2024-Q4,Andijon,Chery,Tiggo 8 Pro,Mid-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),33906,7,237342
2024,Q4,2024-Q4,Andijon,Haval,Jolion,B-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),23777,16,380432
2024,Q4,2024-Q4,Andijon,Haval,M6,C-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),19755,18,355590
2024,Q4,2024-Q4,Andijon,Haval,H6,C-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),30147,8,241176
2024,Q4,2024-Q4,Andijon,Kia,Sonet,B-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),18668,20,373360
2024,Q4,2024-Q4,Andijon,Kia,K5,D-Sedan,Benzin,Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),34543,9,310887
2024,Q4,2024-Q4,Andijon,Kia,Sportage,C-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),36070,6,216420
2024,Q4,2024-Q4,Andijon,Zeekr,001,E-Shooting Brake,Elektromobil (EV),Import (Xitoy),Premium (>$40k),49650,1,49650
2024,Q4,2024-Q4,Andijon,Geely,Monjaro,Mid-SUV,Benzin (Turbo),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),37034,7,259238
2024,Q4,2024-Q4,Andijon,Jetour,Dashing,C-SUV,Benzin (Turbo),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),27517,8,220136
2024,Q4,2024-Q4,Andijon,Li Auto,L7/L9,Full-SUV,Gibrid (EREV),Import (Xitoy),Premium (>$40k),59196,2,118392
2024,Q4,2024-Q4,Namangan,Chevrolet,Cobalt,B-Sedan,Benzin,Mahalliy (Asaka),Byudjet (<$15k),12202,142,1732684
2024,Q4,2024-Q4,Namangan,Chevrolet,Damas,Mini-Van,Benzin,Mahalliy (Pitnak),Byudjet (<$15k),9117,281,2561877
2024,Q4,2024-Q4,Namangan,Chevrolet,Labo,Mini-Truck,Benzin,Mahalliy (Pitnak),Byudjet (<$15k),8518,134,1141412
2024,Q4,2024-Q4,Namangan,Chevrolet,Tracker-2,B-SUV,Benzin (Turbo),Mahalliy (Asaka),O‘rta ($15k-$25k),17762,28,497336
2024,Q4,2024-Q4,Namangan,Chevrolet,Onix,B-Sedan,Benzin (Turbo),Mahalliy (Asaka),Byudjet (<$15k),14282,30,428460
2024,Q4,2024-Q4,Namangan,Chevrolet,Malibu-2,D-Sedan,Benzin (Turbo),Mahalliy (Asaka),Yuqori-o‘rta ($25k-$40k),36139,3,108417
2024,Q4,2024-Q4,Namangan,BYD,Song Plus DM-i,C-SUV,Gibrid (PHEV),Gibrid/Yig‘uv (Jizzax),Yuqori-o‘rta ($25k-$40k),25117,87,2185179
2024,Q4,2024-Q4,Namangan,BYD,Chazor (Destroyer 05),C-Sedan,Gibrid (PHEV),Gibrid/Yig‘uv (Jizzax),O‘rta ($15k-$25k),19141,68,1301588
2024,Q4,2024-Q4,Namangan,BYD,Song Plus EV,C-SUV,Elektromobil (EV),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),28585,3,85755
2024,Q4,2024-Q4,Namangan,BYD,Han,E-Sedan,Elektromobil (EV),Import (Xitoy),Premium (>$40k),40833,2,81666
2024,Q4,2024-Q4,Namangan,BYD,Seagull,A-Hatchback,Elektromobil (EV),Import (Xitoy),Byudjet (<$15k),11918,17,202606
2024,Q4,2024-Q4,Namangan,Chery,Tiggo 7 Pro,C-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),27117,16,433872
2024,Q4,2024-Q4,Namangan,Chery,Arrizo 6 Pro,C-Sedan,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),21290,14,298060
2024,Q4,2024-Q4,Namangan,Chery,Tiggo 8 Pro,Mid-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),33996,7,237972
2024,Q4,2024-Q4,Namangan,Haval,Jolion,B-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),24026,13,312338
2024,Q4,2024-Q4,Namangan,Haval,M6,C-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),19890,16,318240
2024,Q4,2024-Q4,Namangan,Haval,H6,C-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),30374,8,242992
2024,Q4,2024-Q4,Namangan,Kia,Sonet,B-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),18702,18,336636
2024,Q4,2024-Q4,Namangan,Kia,K5,D-Sedan,Benzin,Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),34472,8,275776
2024,Q4,2024-Q4,Namangan,Kia,Sportage,C-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),35957,4,143828
2024,Q4,2024-Q4,Namangan,Zeekr,001,E-Shooting Brake,Elektromobil (EV),Import (Xitoy),Premium (>$40k),49766,1,49766
2024,Q4,2024-Q4,Namangan,Geely,Monjaro,Mid-SUV,Benzin (Turbo),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),37006,7,259042
2024,Q4,2024-Q4,Namangan,Jetour,Dashing,C-SUV,Benzin (Turbo),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),27432,8,219456
2024,Q4,2024-Q4,Namangan,Li Auto,L7/L9,Full-SUV,Gibrid (EREV),Import (Xitoy),Premium (>$40k),59516,1,59516
2024,Q4,2024-Q4,Buxoro,Chevrolet,Cobalt,B-Sedan,Benzin,Mahalliy (Asaka),Byudjet (<$15k),12199,158,1927442
2024,Q4,2024-Q4,Buxoro,Chevrolet,Damas,Mini-Van,Benzin,Mahalliy (Pitnak),Byudjet (<$15k),8901,104,925704
2024,Q4,2024-Q4,Buxoro,Chevrolet,Labo,Mini-Truck,Benzin,Mahalliy (Pitnak),Byudjet (<$15k),8402,42,352884
2024,Q4,2024-Q4,Buxoro,Chevrolet,Tracker-2,B-SUV,Benzin (Turbo),Mahalliy (Asaka),O‘rta ($15k-$25k),17678,22,388916
2024,Q4,2024-Q4,Buxoro,Chevrolet,Onix,B-Sedan,Benzin (Turbo),Mahalliy (Asaka),Byudjet (<$15k),14300,25,357500
2024,Q4,2024-Q4,Buxoro,Chevrolet,Malibu-2,D-Sedan,Benzin (Turbo),Mahalliy (Asaka),Yuqori-o‘rta ($25k-$40k),36183,4,144732
2024,Q4,2024-Q4,Buxoro,BYD,Song Plus DM-i,C-SUV,Gibrid (PHEV),Gibrid/Yig‘uv (Jizzax),Yuqori-o‘rta ($25k-$40k),25021,102,2552142
2024,Q4,2024-Q4,Buxoro,BYD,Chazor (Destroyer 05),C-Sedan,Gibrid (PHEV),Gibrid/Yig‘uv (Jizzax),O‘rta ($15k-$25k),19130,65,1243450
2024,Q4,2024-Q4,Buxoro,BYD,Song Plus EV,C-SUV,Elektromobil (EV),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),28475,9,256275
2024,Q4,2024-Q4,Buxoro,BYD,Han,E-Sedan,Elektromobil (EV),Import (Xitoy),Premium (>$40k),40352,6,242112
2024,Q4,2024-Q4,Buxoro,BYD,Seagull,A-Hatchback,Elektromobil (EV),Import (Xitoy),Byudjet (<$15k),11968,32,382976
2024,Q4,2024-Q4,Buxoro,Chery,Tiggo 7 Pro,C-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),27152,12,325824
2024,Q4,2024-Q4,Buxoro,Chery,Arrizo 6 Pro,C-Sedan,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),21197,9,190773
2024,Q4,2024-Q4,Buxoro,Chery,Tiggo 8 Pro,Mid-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),34001,7,238007
2024,Q4,2024-Q4,Buxoro,Haval,Jolion,B-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),23889,13,310557
2024,Q4,2024-Q4,Buxoro,Haval,M6,C-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),20086,14,281204
2024,Q4,2024-Q4,Buxoro,Haval,H6,C-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),30174,6,181044
2024,Q4,2024-Q4,Buxoro,Kia,Sonet,B-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),18656,15,279840
2024,Q4,2024-Q4,Buxoro,Kia,K5,D-Sedan,Benzin,Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),34588,5,172940
2024,Q4,2024-Q4,Buxoro,Kia,Sportage,C-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),35895,4,143580
2024,Q4,2024-Q4,Buxoro,Zeekr,001,E-Shooting Brake,Elektromobil (EV),Import (Xitoy),Premium (>$40k),49721,3,149163
2024,Q4,2024-Q4,Buxoro,Geely,Monjaro,Mid-SUV,Benzin (Turbo),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),37233,5,186165
2024,Q4,2024-Q4,Buxoro,Jetour,Dashing,C-SUV,Benzin (Turbo),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),27620,5,138100
2024,Q4,2024-Q4,Buxoro,Li Auto,L7/L9,Full-SUV,Gibrid (EREV),Import (Xitoy),Premium (>$40k),59534,2,119068
2024,Q4,2024-Q4,Qashqadaryo,Chevrolet,Cobalt,B-Sedan,Benzin,Mahalliy (Asaka),Byudjet (<$15k),12169,116,1411604
2024,Q4,2024-Q4,Qashqadaryo,Chevrolet,Damas,Mini-Van,Benzin,Mahalliy (Pitnak),Byudjet (<$15k),9059,83,751897
2024,Q4,2024-Q4,Qashqadaryo,Chevrolet,Labo,Mini-Truck,Benzin,Mahalliy (Pitnak),Byudjet (<$15k),8562,47,402414
2024,Q4,2024-Q4,Qashqadaryo,Chevrolet,Tracker-2,B-SUV,Benzin (Turbo),Mahalliy (Asaka),O‘rta ($15k-$25k),17572,19,333868
2024,Q4,2024-Q4,Qashqadaryo,Chevrolet,Onix,B-Sedan,Benzin (Turbo),Mahalliy (Asaka),Byudjet (<$15k),14705,21,308805
2024,Q4,2024-Q4,Qashqadaryo,Chevrolet,Malibu-2,D-Sedan,Benzin (Turbo),Mahalliy (Asaka),Yuqori-o‘rta ($25k-$40k),35949,2,71898
2024,Q4,2024-Q4,Qashqadaryo,BYD,Song Plus DM-i,C-SUV,Gibrid (PHEV),Gibrid/Yig‘uv (Jizzax),Yuqori-o‘rta ($25k-$40k),25501,67,1708567
2024,Q4,2024-Q4,Qashqadaryo,BYD,Chazor (Destroyer 05),C-Sedan,Gibrid (PHEV),Gibrid/Yig‘uv (Jizzax),O‘rta ($15k-$25k),19261,35,674135
2024,Q4,2024-Q4,Qashqadaryo,BYD,Song Plus EV,C-SUV,Elektromobil (EV),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),28865,9,259785
2024,Q4,2024-Q4,Qashqadaryo,BYD,Han,E-Sedan,Elektromobil (EV),Import (Xitoy),Premium (>$40k),40851,3,122553
2024,Q4,2024-Q4,Qashqadaryo,BYD,Seagull,A-Hatchback,Elektromobil (EV),Import (Xitoy),Byudjet (<$15k),12114,23,278622
2024,Q4,2024-Q4,Qashqadaryo,Chery,Tiggo 7 Pro,C-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),27037,12,324444
2024,Q4,2024-Q4,Qashqadaryo,Chery,Arrizo 6 Pro,C-Sedan,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),21155,10,211550
2024,Q4,2024-Q4,Qashqadaryo,Chery,Tiggo 8 Pro,Mid-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),33779,4,135116
2024,Q4,2024-Q4,Qashqadaryo,Haval,Jolion,B-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),23919,10,239190
2024,Q4,2024-Q4,Qashqadaryo,Haval,M6,C-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),19944,10,199440
2024,Q4,2024-Q4,Qashqadaryo,Haval,H6,C-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),30329,6,181974
2024,Q4,2024-Q4,Qashqadaryo,Kia,Sonet,B-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),18548,12,222576
2024,Q4,2024-Q4,Qashqadaryo,Kia,K5,D-Sedan,Benzin,Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),34414,7,240898
2024,Q4,2024-Q4,Qashqadaryo,Kia,Sportage,C-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),36061,5,180305
2024,Q4,2024-Q4,Qashqadaryo,Zeekr,001,E-Shooting Brake,Elektromobil (EV),Import (Xitoy),Premium (>$40k),49901,3,149703
2024,Q4,2024-Q4,Qashqadaryo,Geely,Monjaro,Mid-SUV,Benzin (Turbo),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),36964,4,147856
2024,Q4,2024-Q4,Qashqadaryo,Jetour,Dashing,C-SUV,Benzin (Turbo),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),27616,5,138080
2024,Q4,2024-Q4,Qashqadaryo,Li Auto,L7/L9,Full-SUV,Gibrid (EREV),Import (Xitoy),Premium (>$40k),59394,2,118788
2024,Q4,2024-Q4,Xorazm,Chevrolet,Cobalt,B-Sedan,Benzin,Mahalliy (Asaka),Byudjet (<$15k),12063,85,1025355
2024,Q4,2024-Q4,Xorazm,Chevrolet,Damas,Mini-Van,Benzin,Mahalliy (Pitnak),Byudjet (<$15k),8996,148,1331408
2024,Q4,2024-Q4,Xorazm,Chevrolet,Labo,Mini-Truck,Benzin,Mahalliy (Pitnak),Byudjet (<$15k),8390,76,637640
2024,Q4,2024-Q4,Xorazm,Chevrolet,Tracker-2,B-SUV,Benzin (Turbo),Mahalliy (Asaka),O‘rta ($15k-$25k),17609,15,264135
2024,Q4,2024-Q4,Xorazm,Chevrolet,Onix,B-Sedan,Benzin (Turbo),Mahalliy (Asaka),Byudjet (<$15k),14312,18,257616
2024,Q4,2024-Q4,Xorazm,Chevrolet,Malibu-2,D-Sedan,Benzin (Turbo),Mahalliy (Asaka),Yuqori-o‘rta ($25k-$40k),36044,1,36044
2024,Q4,2024-Q4,Xorazm,BYD,Song Plus DM-i,C-SUV,Gibrid (PHEV),Gibrid/Yig‘uv (Jizzax),Yuqori-o‘rta ($25k-$40k),25586,52,1330472
2024,Q4,2024-Q4,Xorazm,BYD,Chazor (Destroyer 05),C-Sedan,Gibrid (PHEV),Gibrid/Yig‘uv (Jizzax),O‘rta ($15k-$25k),19559,32,625888
2024,Q4,2024-Q4,Xorazm,BYD,Song Plus EV,C-SUV,Elektromobil (EV),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),28407,1,28407
2024,Q4,2024-Q4,Xorazm,BYD,Han,E-Sedan,Elektromobil (EV),Import (Xitoy),Premium (>$40k),40305,1,40305
2024,Q4,2024-Q4,Xorazm,BYD,Seagull,A-Hatchback,Elektromobil (EV),Import (Xitoy),Byudjet (<$15k),11619,9,104571
2024,Q4,2024-Q4,Xorazm,Chery,Tiggo 7 Pro,C-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),27226,9,245034
2024,Q4,2024-Q4,Xorazm,Chery,Arrizo 6 Pro,C-Sedan,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),21037,8,168296
2024,Q4,2024-Q4,Xorazm,Chery,Tiggo 8 Pro,Mid-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),33744,5,168720
2024,Q4,2024-Q4,Xorazm,Haval,Jolion,B-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),23807,7,166649
2024,Q4,2024-Q4,Xorazm,Haval,M6,C-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),19784,9,178056
2024,Q4,2024-Q4,Xorazm,Haval,H6,C-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),30065,2,60130
2024,Q4,2024-Q4,Xorazm,Kia,Sonet,B-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),18414,10,184140
2024,Q4,2024-Q4,Xorazm,Kia,K5,D-Sedan,Benzin,Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),34639,4,138556
2024,Q4,2024-Q4,Xorazm,Kia,Sportage,C-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),35928,3,107784
2024,Q4,2024-Q4,Xorazm,Zeekr,001,E-Shooting Brake,Elektromobil (EV),Import (Xitoy),Premium (>$40k),49853,1,49853
2024,Q4,2024-Q4,Xorazm,Geely,Monjaro,Mid-SUV,Benzin (Turbo),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),37030,2,74060
2024,Q4,2024-Q4,Xorazm,Jetour,Dashing,C-SUV,Benzin (Turbo),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),27361,4,109444
2024,Q4,2024-Q4,Xorazm,Li Auto,L7/L9,Full-SUV,Gibrid (EREV),Import (Xitoy),Premium (>$40k),59488,1,59488
2024,Q4,2024-Q4,Surxondaryo,Chevrolet,Cobalt,B-Sedan,Benzin,Mahalliy (Asaka),Byudjet (<$15k),12050,81,976050
2024,Q4,2024-Q4,Surxondaryo,Chevrolet,Damas,Mini-Van,Benzin,Mahalliy (Pitnak),Byudjet (<$15k),9082,63,572166
2024,Q4,2024-Q4,Surxondaryo,Chevrolet,Labo,Mini-Truck,Benzin,Mahalliy (Pitnak),Byudjet (<$15k),8410,35,294350
2024,Q4,2024-Q4,Surxondaryo,Chevrolet,Tracker-2,B-SUV,Benzin (Turbo),Mahalliy (Asaka),O‘rta ($15k-$25k),17924,15,268860
2024,Q4,2024-Q4,Surxondaryo,Chevrolet,Onix,B-Sedan,Benzin (Turbo),Mahalliy (Asaka),Byudjet (<$15k),14292,18,257256
2024,Q4,2024-Q4,Surxondaryo,Chevrolet,Malibu-2,D-Sedan,Benzin (Turbo),Mahalliy (Asaka),Yuqori-o‘rta ($25k-$40k),36132,1,36132
2024,Q4,2024-Q4,Surxondaryo,BYD,Song Plus DM-i,C-SUV,Gibrid (PHEV),Gibrid/Yig‘uv (Jizzax),Yuqori-o‘rta ($25k-$40k),25038,48,1201824
2024,Q4,2024-Q4,Surxondaryo,BYD,Chazor (Destroyer 05),C-Sedan,Gibrid (PHEV),Gibrid/Yig‘uv (Jizzax),O‘rta ($15k-$25k),19166,36,689976
2024,Q4,2024-Q4,Surxondaryo,BYD,Song Plus EV,C-SUV,Elektromobil (EV),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),28857,7,201999
2024,Q4,2024-Q4,Surxondaryo,BYD,Han,E-Sedan,Elektromobil (EV),Import (Xitoy),Premium (>$40k),40144,3,120432
2024,Q4,2024-Q4,Surxondaryo,BYD,Seagull,A-Hatchback,Elektromobil (EV),Import (Xitoy),Byudjet (<$15k),11763,23,270549
2024,Q4,2024-Q4,Surxondaryo,Chery,Tiggo 7 Pro,C-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),27211,9,244899
2024,Q4,2024-Q4,Surxondaryo,Chery,Arrizo 6 Pro,C-Sedan,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),21093,9,189837
2024,Q4,2024-Q4,Surxondaryo,Chery,Tiggo 8 Pro,Mid-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),34026,3,102078
2024,Q4,2024-Q4,Surxondaryo,Haval,Jolion,B-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),23835,7,166845
2024,Q4,2024-Q4,Surxondaryo,Haval,M6,C-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),19758,8,158064
2024,Q4,2024-Q4,Surxondaryo,Haval,H6,C-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),30041,4,120164
2024,Q4,2024-Q4,Surxondaryo,Kia,Sonet,B-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),18509,8,148072
